"Configuration","Establishment_date","Establishment_rate","Coverage","Effect","EI_prioritization","EI_ID","Scenario_end","Step_length","Scenario_ID","Time_step","Target_classes","Prob_perturb_threshold"
"Large_patches","2030","Steady","0.25","Restoration","Cultural",583,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Steady","0.25","Restoration","Cultural",584,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Steady","0.25","Restoration","Cultural",585,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Steady","0.25","Restoration","Cultural",586,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Steady","0.25","Restoration","Cultural",587,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Steady","0.25","Restoration","Cultural",588,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Rapid","0.25","Restoration","Cultural",589,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Rapid","0.25","Restoration","Cultural",590,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Rapid","0.25","Restoration","Cultural",591,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Rapid","0.25","Restoration","Cultural",592,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Rapid","0.25","Restoration","Cultural",593,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Rapid","0.25","Restoration","Cultural",594,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Rapid","0.25","Restoration","Cultural",595,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Rapid","0.25","Restoration","Cultural",596,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Rapid","0.25","Restoration","Cultural",597,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Rapid","0.25","Restoration","Cultural",598,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Rapid","0.25","Restoration","Cultural",599,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Rapid","0.25","Restoration","Cultural",600,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Lagged","0.25","Restoration","Cultural",601,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Lagged","0.25","Restoration","Cultural",602,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Lagged","0.25","Restoration","Cultural",603,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Lagged","0.25","Restoration","Cultural",604,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Lagged","0.25","Restoration","Cultural",605,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Lagged","0.25","Restoration","Cultural",606,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Lagged","0.25","Restoration","Cultural",607,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Lagged","0.25","Restoration","Cultural",608,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Lagged","0.25","Restoration","Cultural",609,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Lagged","0.25","Restoration","Cultural",610,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Lagged","0.25","Restoration","Cultural",611,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Lagged","0.25","Restoration","Cultural",612,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Steady","0.3","Restoration","Cultural",613,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Steady","0.3","Restoration","Cultural",614,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Steady","0.3","Restoration","Cultural",615,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Steady","0.3","Restoration","Cultural",616,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Steady","0.3","Restoration","Cultural",617,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Steady","0.3","Restoration","Cultural",618,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Steady","0.3","Restoration","Cultural",619,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Steady","0.3","Restoration","Cultural",620,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Steady","0.3","Restoration","Cultural",621,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Steady","0.3","Restoration","Cultural",622,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Steady","0.3","Restoration","Cultural",623,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Steady","0.3","Restoration","Cultural",624,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Rapid","0.3","Restoration","Cultural",625,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Rapid","0.3","Restoration","Cultural",626,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Rapid","0.3","Restoration","Cultural",627,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Rapid","0.3","Restoration","Cultural",628,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Rapid","0.3","Restoration","Cultural",629,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Rapid","0.3","Restoration","Cultural",630,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Rapid","0.3","Restoration","Cultural",631,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Rapid","0.3","Restoration","Cultural",632,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Rapid","0.3","Restoration","Cultural",633,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Rapid","0.3","Restoration","Cultural",634,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Rapid","0.3","Restoration","Cultural",635,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Rapid","0.3","Restoration","Cultural",636,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Lagged","0.3","Restoration","Cultural",637,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Lagged","0.3","Restoration","Cultural",638,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Lagged","0.3","Restoration","Cultural",639,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Lagged","0.3","Restoration","Cultural",640,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Lagged","0.3","Restoration","Cultural",641,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Lagged","0.3","Restoration","Cultural",642,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Lagged","0.3","Restoration","Cultural",643,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Lagged","0.3","Restoration","Cultural",644,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Lagged","0.3","Restoration","Cultural",645,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Lagged","0.3","Restoration","Cultural",646,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Lagged","0.3","Restoration","Cultural",647,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Lagged","0.3","Restoration","Cultural",648,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Steady","0.22","Preservation","NCPs",649,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Steady","0.22","Preservation","NCPs",650,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Steady","0.22","Preservation","NCPs",651,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Steady","0.22","Preservation","NCPs",652,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Steady","0.22","Preservation","NCPs",653,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Steady","0.22","Preservation","NCPs",654,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Steady","0.22","Preservation","NCPs",655,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Steady","0.22","Preservation","NCPs",656,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Steady","0.22","Preservation","NCPs",657,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Steady","0.22","Preservation","NCPs",658,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Steady","0.22","Preservation","NCPs",659,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Steady","0.22","Preservation","NCPs",660,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Rapid","0.22","Preservation","NCPs",661,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Rapid","0.22","Preservation","NCPs",662,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Rapid","0.22","Preservation","NCPs",663,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Rapid","0.22","Preservation","NCPs",664,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Rapid","0.22","Preservation","NCPs",665,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Rapid","0.22","Preservation","NCPs",666,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Rapid","0.22","Preservation","NCPs",667,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Rapid","0.22","Preservation","NCPs",668,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Rapid","0.22","Preservation","NCPs",669,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Rapid","0.22","Preservation","NCPs",670,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Rapid","0.22","Preservation","NCPs",671,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Rapid","0.22","Preservation","NCPs",672,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Lagged","0.22","Preservation","NCPs",673,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Lagged","0.22","Preservation","NCPs",674,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Lagged","0.22","Preservation","NCPs",675,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Lagged","0.22","Preservation","NCPs",676,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Lagged","0.22","Preservation","NCPs",677,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Lagged","0.22","Preservation","NCPs",678,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Lagged","0.22","Preservation","NCPs",679,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Lagged","0.22","Preservation","NCPs",680,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Lagged","0.22","Preservation","NCPs",681,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Lagged","0.22","Preservation","NCPs",682,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Lagged","0.22","Preservation","NCPs",683,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Lagged","0.22","Preservation","NCPs",684,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Steady","0.25","Preservation","NCPs",685,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Steady","0.25","Preservation","NCPs",686,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Steady","0.25","Preservation","NCPs",687,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Steady","0.25","Preservation","NCPs",688,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Steady","0.25","Preservation","NCPs",689,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Steady","0.25","Preservation","NCPs",690,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Steady","0.25","Preservation","NCPs",691,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Steady","0.25","Preservation","NCPs",692,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Steady","0.25","Preservation","NCPs",693,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Steady","0.25","Preservation","NCPs",694,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Steady","0.25","Preservation","NCPs",695,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Steady","0.25","Preservation","NCPs",696,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Rapid","0.25","Preservation","NCPs",697,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Rapid","0.25","Preservation","NCPs",698,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Rapid","0.25","Preservation","NCPs",699,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Rapid","0.25","Preservation","NCPs",700,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Rapid","0.25","Preservation","NCPs",701,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Rapid","0.25","Preservation","NCPs",702,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Rapid","0.25","Preservation","NCPs",703,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Rapid","0.25","Preservation","NCPs",704,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Rapid","0.25","Preservation","NCPs",705,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Rapid","0.25","Preservation","NCPs",706,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Rapid","0.25","Preservation","NCPs",707,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Rapid","0.25","Preservation","NCPs",708,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Lagged","0.25","Preservation","NCPs",709,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Lagged","0.25","Preservation","NCPs",710,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Lagged","0.25","Preservation","NCPs",711,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Lagged","0.25","Preservation","NCPs",712,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Lagged","0.25","Preservation","NCPs",713,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Lagged","0.25","Preservation","NCPs",714,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Lagged","0.25","Preservation","NCPs",715,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Lagged","0.25","Preservation","NCPs",716,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Lagged","0.25","Preservation","NCPs",717,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Lagged","0.25","Preservation","NCPs",718,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Lagged","0.25","Preservation","NCPs",719,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Lagged","0.25","Preservation","NCPs",720,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Steady","0.3","Preservation","NCPs",721,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Steady","0.3","Preservation","NCPs",722,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Steady","0.3","Preservation","NCPs",723,"2060",5,"EI_SOC","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Steady","0.3","Preservation","NCPs",724,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Steady","0.3","Preservation","NCPs",725,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Steady","0.3","Preservation","NCPs",726,"2060",5,"EI_SOC","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Steady","0.3","Preservation","NCPs",727,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Steady","0.3","Preservation","NCPs",728,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Steady","0.3","Preservation","NCPs",729,"2060",5,"EI_SOC","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Steady","0.3","Preservation","NCPs",730,"2060",5,"EI_SOC","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
